,x,y,nom_commune,num_departement,param_1,param_2,param_3,param_4,param_5,param_6,param_7,param_8,param_9,param_10,param_11,param_12,param_13,param_14,param_15,param_16,param_17,param_18,param_19,param_20,param_21,param_22,param_23,param_24,param_25,param_26,param_27,param_28,param_29,param_30,param_31,param_32,param_33,param_34,param_35,pesticides et leurs métabolites,"métaux, métalloïdes et autres ions minéraux",hydrocarbures aromatiques polycycliques,substances chimiques industrielles (utilisation et/ou production),médicaments,"nitrates, nitrites et engrais azotés"
4130,2.471,48.923,Le Blanc-Mesnil,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4131,2.858,45.789,Mazaye,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4132,4.272,44.175,Bouquet,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4133,4.45,44.246,Saint-André-de-Roquepertuis,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4134,4.399,44.138,Lussan,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4135,6.765,45.949,Servoz,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4136,2.365,45.77,Flayat,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4137,5.019,44.242,Séguret,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4138,2.045,45.733,Peyrelevade,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4139,2.051,45.752,Peyrelevade,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4140,5.165,44.229,Mollans-sur-Ouvèze,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4141,5.161,44.24,Mollans-sur-Ouvèze,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4142,5.152,44.237,Mollans-sur-Ouvèze,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4143,3.467,43.694,Saint-Saturnin-de-Lucian,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4144,6.002,48.938,Villers-sous-Prény,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4145,3.042,43.991,La Bastide-Pradines,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4146,3.825,44.066,Soudorgues,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4147,7.381,43.808,Peille,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4148,-61.442,16.355,Morne-à-l'Eau,971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4149,5.59,48.888,Saint-Mihiel,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4150,5.303,45.978,Château-Gaillard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4151,-1.384,43.664,Soorts-Hossegor,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4152,1.893,44.031,Loubers,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4153,5.637,48.922,Valbois,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4154,-1.449,49.556,Tamerville,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4155,2.859,44.037,Saint-Rome-de-Tarn,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4156,4.939,45.963,Monthieux,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4157,2.903,44.076,Montjaux,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4158,-61.759,16.183,Pointe-Noire,971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4159,2.963,44.083,Comprégnac,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4160,5.352,48.82,Levoncourt,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4161,-61.431,16.324,Morne-à-l'Eau,971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4162,5.579,48.835,Apremont-la-Forêt,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4163,5.619,48.934,Valbois,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4164,5.469,46.013,Boyeux-Saint-Jérôme,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4165,2.933,45.327,Marcenat,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4166,2.902,45.282,Pradiers,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4167,2.795,45.246,Saint-Saturnin,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4168,2.838,45.209,Ségur-les-Villas,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4169,2.813,45.206,Ségur-les-Villas,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4170,2.757,45.233,Cheylade,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4171,1.701,44.074,Penne,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4172,0.322,42.879,Ancizan,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4173,2.698,45.195,Cheylade,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4174,5.244,44.336,Rochebrune,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4175,5.839,45.625,Le Bourget-du-Lac,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4176,6.572,45.836,Praz-sur-Arly,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4177,1.857,44.051,Itzac,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4178,5.416,48.92,Fresnes-au-Mont,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4179,0.611,42.821,Sode,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4180,7.038,44.11,Roubion,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4181,9.109,41.757,Sorbollano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4182,5.949,45.976,Menthonnex-sous-Clermont,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4183,45.088,-12.754,M'Tsangamouji,976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4184,6.145,48.801,Custines,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4185,3.939,44.074,Thoiras,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4186,2.663,46.041,Bussières,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4187,45.224,-12.764,Mamoudzou,976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4188,6.396,43.798,Rougon,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4189,45.116,-12.722,Bandraboua,976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4190,55.503,-21.133,Cilaos,974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4191,6.385,48.789,Attilloncourt,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4192,1.825,45.916,Saint-Pardoux-Morterolles,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4193,3.84,43.978,Cros,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4194,3.852,44.006,Monoblet,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4195,6.406,48.8,Grémecey,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4196,3.87,43.978,Monoblet,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4197,1.866,45.933,Saint-Pardoux-Morterolles,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4198,6.081,44.08,Mirabeau,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4199,5.966,45.982,Chilly,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4200,-61.302,15.939,Saint-Louis,971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4201,-0.485,43.729,Montsoué,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4202,5.897,45.949,Crempigny-Bonneguête,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4203,-1.312,49.601,Quettehou,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4204,-1.058,43.732,Saint-Paul-lès-Dax,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4205,7.061,44.118,Roure,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4206,9.03,41.635,Sainte-Lucie-de-Tallano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4207,-1.424,43.708,Seignosse,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4208,6.034,46.074,Cernex,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4209,7.162,44.189,Isola,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4210,6.084,46.06,Copponex,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4211,-1.249,43.921,Linxe,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4212,3.135,50.648,Villeneuve-d'Ascq,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4213,5.907,46.049,Chessenaz,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4214,5.817,46.03,Challonges,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4215,3.049,44.069,Creissels,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4216,5.985,44.131,Aubignosc,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4217,6.642,46.05,Arâches-la-Frasse,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4218,6.716,45.903,Passy,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4219,6.752,46.063,Sixt-Fer-à-Cheval,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4220,6.343,46.191,Lucinges,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4221,-0.729,43.797,Souprosse,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4222,6.367,46.218,Boëge,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4223,6.348,46.223,Saint-Cergues,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4224,1.49,42.889,Saurat,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4225,6.348,46.175,Fillinges,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4226,6.347,46.225,Saint-Cergues,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4227,6.347,46.174,Fillinges,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4228,6.343,46.193,Lucinges,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4229,6.895,43.982,Auvare,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4230,6.888,43.99,La Croix-sur-Roudoule,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4231,6.083,44.07,Mirabeau,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4232,1.532,46.047,Jabreilles-les-Bordes,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4233,5.732,43.927,Mane,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4234,4.248,49.695,Rocquigny,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4235,7.466,48.939,Reipertswiller,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4236,3.208,43.444,Puimisson,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4237,6.365,46.199,Saint-André-de-Boëge,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4238,2.91,43.791,Camarès,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4239,-2.934,48.686,Plouha,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4240,4.239,49.806,Hannappes,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4241,5.213,46.18,Péronnas,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4242,5.213,46.179,Péronnas,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4243,5.213,46.179,Péronnas,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4244,6.358,46.203,Saint-André-de-Boëge,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4245,5.212,46.178,Péronnas,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4246,-0.616,43.814,Aurice,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4247,6.386,46.257,Brenthonne,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4248,6.448,46.192,Bogève,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4249,6.447,46.249,Habère-Lullin,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4250,6.636,46.214,Saint-Jean-d'Aulps,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4251,4.654,49.797,Tournes,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4252,0.439,43.793,Castéra-Verduzan,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4253,6.618,43.903,Vergons,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4254,5.845,44.048,Montlaux,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4255,6.506,43.865,Castellane,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4256,1.662,46.047,Saint-Dizier-Masbaraud,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4257,4.988,43.934,Le Thor,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4258,7.27,48.908,Frohmuhl,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4259,5.141,43.998,Venasque,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4260,6.546,43.764,Brenon,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4261,5.562,44.088,Revest-du-Bion,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4262,5.874,45.758,Brison-Saint-Innocent,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4263,1.569,46.041,Saint-Goussaud,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4264,6.03,43.975,Puimichel,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4265,6.923,43.95,Puget-Théniers,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4266,5.388,43.838,Buoux,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4267,5.463,43.84,Auribeau,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4268,6.516,43.97,Saint-André-les-Alpes,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4269,6.649,46.159,Les Gets,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4270,1.299,45.977,Compreignac,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4271,4.959,44.092,Sarrians,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4272,7.084,48.91,Sarrewerden,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4273,4.794,44.024,Sauveterre,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4274,6.081,44.08,Mirabeau,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4275,5.765,43.972,Forcalquier,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4276,5.656,44.068,La Rochegiron,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4277,5.864,43.945,Niozelles,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4278,5.075,45.023,Bourg-de-Péage,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4279,2.713,45.135,Lavigerie,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4280,5.864,43.946,Pierrerue,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4281,1.398,45.968,Ambazac,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4282,1.346,45.966,Ambazac,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4283,5.602,43.932,Oppedette,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4284,5.945,43.982,Les Mées,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4285,4.8,44.036,Pujaut,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4286,4.585,44.015,Valliguières,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4287,4.538,44.043,La Capelle-et-Masmolène,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4288,6.737,45.693,Bourg-Saint-Maurice,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4289,3.178,43.907,Cornus,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4290,5.758,44.897,Prunières,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4291,6.343,46.201,Lucinges,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4292,2.859,43.761,Peux-et-Couffouleux,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4293,5.878,44.277,Le Poët,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4294,4.134,44.034,Vézénobres,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4295,4.233,43.986,Moussac,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4296,8.819,41.956,Sarrola-Carcopino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4297,6.429,46.107,Saint-Jean-de-Tholome,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4298,0.632,48.137,Cherré-Au,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4299,6.684,46.033,Arâches-la-Frasse,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4300,4.473,43.889,Cabrières,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4301,6.44,46.152,La Tour,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4302,7.271,43.959,Lantosque,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4303,6.444,46.086,Ayse,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4304,6.441,46.096,Ayse,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4305,6.413,46.096,Bonneville,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4306,3.594,45.845,Escoutoux,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4307,6.07,49.048,Jouy-aux-Arches,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4308,6.423,46.107,Saint-Jean-de-Tholome,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4309,5.928,44.234,Sisteron,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4310,5.866,44.202,Val Buëch-Méouge,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4311,3.115,43.617,Villemagne-l'Argentière,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4312,3.104,43.586,Les Aires,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4313,3.088,43.586,Lamalou-les-Bains,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4314,5.645,44.255,Ballons,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4315,6.655,45.938,Sallanches,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4316,3.232,43.706,Lunas,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4317,6.679,46.03,Arâches-la-Frasse,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4318,5.467,44.185,Montbrun-les-Bains,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4319,8.926,41.737,Olmeto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4320,5.967,44.242,Valernes,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4321,6.711,46.062,Samoëns,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4322,5.807,44.224,Val Buëch-Méouge,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4323,2.711,43.593,La Salvetat-sur-Agout,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4324,5.811,44.223,Val Buëch-Méouge,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
